Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
85	'targetImageID',004,'distractorImageID',077,'targetImageFile','.\stim\004','distractorImageFile','.\stim\077','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.150238e+01,'targetY',-1.232960e+01,'distractor01X',1.189150e+01,'distractor01Y',1.250738e+01,'distractor02X',6.657059e+00,'distractor02Y',5.517322e+00,'distractor03X',5.559840e+00,'distractor03Y',-3.757465e+00,'distractor04X',1.994996e+02,'distractor04Y',2.009935e+02,'distractor05X',1.999100e+02,'distractor05Y',2.001057e+02,'distractor06X',1.991546e+02,'distractor06Y',1.995997e+02,'distractor07X',2.007621e+02,'distractor07Y',1.992398e+02,'distractorPerTrial',003,'targetLocation',004	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\004, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)
86	'targetImageID',071,'distractorImageID',010,'targetImageFile','.\stim\071','distractorImageFile','.\stim\010','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.119027e+01,'targetY',1.183829e+01,'distractor01X',5.706256e+00,'distractor01Y',3.834692e+00,'distractor02X',4.895687e+00,'distractor02Y',-4.867595e+00,'distractor03X',1.069452e+01,'distractor03Y',-1.234418e+01,'distractor04X',2.004576e+02,'distractor04Y',1.996834e+02,'distractor05X',1.996427e+02,'distractor05Y',1.995080e+02,'distractor06X',2.004840e+02,'distractor06Y',1.999153e+02,'distractor07X',2.009141e+02,'distractor07Y',2.009237e+02,'distractorPerTrial',003,'targetLocation',001	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\071, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\010, 0, 0)	pic(.\stim\010, 0, 0)
87	'targetImageID',072,'distractorImageID',009,'targetImageFile','.\stim\072','distractorImageFile','.\stim\009','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.024418e+00,'targetY',3.867491e+00,'distractor01X',4.792002e+00,'distractor01Y',-3.707014e+00,'distractor02X',1.130523e+01,'distractor02Y',-1.160499e+01,'distractor03X',1.040415e+01,'distractor03Y',1.170859e+01,'distractor04X',2.008373e+02,'distractor04Y',1.994494e+02,'distractor05X',2.009111e+02,'distractor05Y',2.002420e+02,'distractor06X',1.992817e+02,'distractor06Y',1.998760e+02,'distractor07X',1.995012e+02,'distractor07Y',2.008073e+02,'distractorPerTrial',003,'targetLocation',002	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\072, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)
88	'targetImageID',014,'distractorImageID',067,'targetImageFile','.\stim\014','distractorImageFile','.\stim\067','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',4.819663e+00,'targetY',-3.664765e+00,'distractor01X',1.075421e+01,'distractor01Y',-1.116445e+01,'distractor02X',1.045191e+01,'distractor02Y',1.303037e+01,'distractor03X',6.101819e+00,'distractor03Y',5.242410e+00,'distractor04X',1.997456e+02,'distractor04Y',1.995708e+02,'distractor05X',1.999942e+02,'distractor05Y',1.991221e+02,'distractor06X',1.992042e+02,'distractor06Y',2.000421e+02,'distractor07X',1.999911e+02,'distractor07Y',1.995279e+02,'distractorPerTrial',003,'targetLocation',003	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\014, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)
89	'targetImageID',037,'distractorImageID',044,'targetImageFile','.\stim\037','distractorImageFile','.\stim\044','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.209688e+01,'targetY',-1.233042e+01,'distractor01X',1.168876e+01,'distractor01Y',1.273241e+01,'distractor02X',5.364435e+00,'distractor02Y',4.781746e+00,'distractor03X',6.128270e+00,'distractor03Y',-4.299087e+00,'distractor04X',2.006228e+02,'distractor04Y',2.003062e+02,'distractor05X',1.993733e+02,'distractor05Y',1.996459e+02,'distractor06X',2.001373e+02,'distractor06Y',1.990313e+02,'distractor07X',2.005994e+02,'distractor07Y',1.994885e+02,'distractorPerTrial',003,'targetLocation',004	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\037, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)
90	'targetImageID',079,'distractorImageID',002,'targetImageFile','.\stim\079','distractorImageFile','.\stim\002','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.065169e+01,'targetY',1.287574e+01,'distractor01X',6.411989e+00,'distractor01Y',4.380497e+00,'distractor02X',6.044131e+00,'distractor02Y',-5.064888e+00,'distractor03X',1.190090e+01,'distractor03Y',-1.194958e+01,'distractor04X',2.009011e+02,'distractor04Y',1.999873e+02,'distractor05X',1.998099e+02,'distractor05Y',2.004045e+02,'distractor06X',1.990618e+02,'distractor06Y',2.000676e+02,'distractor07X',2.003217e+02,'distractor07Y',2.004663e+02,'distractorPerTrial',003,'targetLocation',001	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\079, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)
91	'targetImageID',023,'distractorImageID',058,'targetImageFile','.\stim\023','distractorImageFile','.\stim\058','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',6.107701e+00,'targetY',4.282809e+00,'distractor01X',6.343373e+00,'distractor01Y',-3.689304e+00,'distractor02X',1.185190e+01,'distractor02Y',-1.260072e+01,'distractor03X',1.091182e+01,'distractor03Y',1.184912e+01,'distractor04X',2.004209e+02,'distractor04Y',1.996920e+02,'distractor05X',2.003655e+02,'distractor05Y',1.991223e+02,'distractor06X',1.992395e+02,'distractor06Y',2.002247e+02,'distractor07X',1.992759e+02,'distractor07Y',1.997975e+02,'distractorPerTrial',003,'targetLocation',002	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\023, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\058, 0, 0)	pic(.\stim\058, 0, 0)
92	'targetImageID',040,'distractorImageID',041,'targetImageFile','.\stim\040','distractorImageFile','.\stim\041','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.044300e+00,'targetY',-4.402923e+00,'distractor01X',1.092643e+01,'distractor01Y',-1.149092e+01,'distractor02X',1.156693e+01,'distractor02Y',1.225137e+01,'distractor03X',5.768347e+00,'distractor03Y',3.776883e+00,'distractor04X',1.994115e+02,'distractor04Y',1.998344e+02,'distractor05X',2.000100e+02,'distractor05Y',1.999859e+02,'distractor06X',2.004646e+02,'distractor06Y',2.006411e+02,'distractor07X',1.994490e+02,'distractor07Y',2.004309e+02,'distractorPerTrial',003,'targetLocation',003	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\040, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)
93	'targetImageID',027,'distractorImageID',054,'targetImageFile','.\stim\027','distractorImageFile','.\stim\054','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.046138e+01,'targetY',-1.122324e+01,'distractor01X',1.119766e+01,'distractor01Y',1.227497e+01,'distractor02X',5.102333e+00,'distractor02Y',5.267023e+00,'distractor03X',5.974894e+00,'distractor03Y',-4.932729e+00,'distractor04X',2.008994e+02,'distractor04Y',1.990079e+02,'distractor05X',2.003799e+02,'distractor05Y',1.993940e+02,'distractor06X',2.006223e+02,'distractor06Y',2.001775e+02,'distractor07X',2.006638e+02,'distractor07Y',1.993519e+02,'distractorPerTrial',003,'targetLocation',004	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\027, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\054, 0, 0)	pic(.\stim\054, 0, 0)
94	'targetImageID',044,'distractorImageID',037,'targetImageFile','.\stim\044','distractorImageFile','.\stim\037','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.200896e+01,'targetY',1.229916e+01,'distractor01X',5.346619e+00,'distractor01Y',4.447540e+00,'distractor02X',5.425710e+00,'distractor02Y',-3.985578e+00,'distractor03X',1.213407e+01,'distractor03Y',-1.152552e+01,'distractor04X',2.002478e+02,'distractor04Y',1.995655e+02,'distractor05X',2.002073e+02,'distractor05Y',1.995594e+02,'distractor06X',2.007227e+02,'distractor06Y',1.999256e+02,'distractor07X',1.994669e+02,'distractor07Y',1.995621e+02,'distractorPerTrial',003,'targetLocation',001	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\044, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)	pic(.\stim\037, 0, 0)
95	'targetImageID',041,'distractorImageID',040,'targetImageFile','.\stim\041','distractorImageFile','.\stim\040','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.774818e+00,'targetY',4.258080e+00,'distractor01X',6.589703e+00,'distractor01Y',-3.708012e+00,'distractor02X',1.060906e+01,'distractor02Y',-1.287837e+01,'distractor03X',1.165180e+01,'distractor03Y',1.274336e+01,'distractor04X',1.996798e+02,'distractor04Y',2.004835e+02,'distractor05X',1.994624e+02,'distractor05Y',2.007605e+02,'distractor06X',1.991484e+02,'distractor06Y',1.992262e+02,'distractor07X',1.999587e+02,'distractor07Y',2.001439e+02,'distractorPerTrial',003,'targetLocation',002	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\041, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)
96	'targetImageID',060,'distractorImageID',021,'targetImageFile','.\stim\060','distractorImageFile','.\stim\021','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.800452e+00,'targetY',-3.958651e+00,'distractor01X',1.120889e+01,'distractor01Y',-1.284215e+01,'distractor02X',1.107269e+01,'distractor02Y',1.205043e+01,'distractor03X',5.700237e+00,'distractor03Y',4.244199e+00,'distractor04X',2.006345e+02,'distractor04Y',2.008417e+02,'distractor05X',1.999889e+02,'distractor05Y',2.001017e+02,'distractor06X',1.996860e+02,'distractor06Y',2.009960e+02,'distractor07X',1.990289e+02,'distractor07Y',2.003098e+02,'distractorPerTrial',003,'targetLocation',003	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\060, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)	pic(.\stim\021, 0, 0)
97	'targetImageID',001,'distractorImageID',080,'targetImageFile','.\stim\001','distractorImageFile','.\stim\080','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.018526e+01,'targetY',-1.187593e+01,'distractor01X',1.145468e+01,'distractor01Y',1.248204e+01,'distractor02X',6.505676e+00,'distractor02Y',4.467169e+00,'distractor03X',6.347760e+00,'distractor03Y',-3.885351e+00,'distractor04X',1.998753e+02,'distractor04Y',2.001693e+02,'distractor05X',1.997006e+02,'distractor05Y',2.003306e+02,'distractor06X',2.003717e+02,'distractor06Y',2.001595e+02,'distractor07X',1.993801e+02,'distractor07Y',2.006741e+02,'distractorPerTrial',003,'targetLocation',004	1	7	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\001, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)
98	'targetImageID',003,'distractorImageID',078,'targetImageFile','.\stim\003','distractorImageFile','.\stim\078','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.178694e+01,'targetY',1.224383e+01,'distractor01X',6.624086e+00,'distractor01Y',4.603375e+00,'distractor02X',6.314246e+00,'distractor02Y',-4.274569e+00,'distractor03X',1.047633e+01,'distractor03Y',-1.148086e+01,'distractor04X',2.003283e+02,'distractor04Y',2.001653e+02,'distractor05X',2.002108e+02,'distractor05Y',2.005815e+02,'distractor06X',1.994804e+02,'distractor06Y',2.009124e+02,'distractor07X',1.994279e+02,'distractor07Y',2.005818e+02,'distractorPerTrial',003,'targetLocation',001	1	8	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\003, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)	pic(.\stim\078, 0, 0)
99	'targetImageID',058,'distractorImageID',023,'targetImageFile','.\stim\058','distractorImageFile','.\stim\023','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.107619e+00,'targetY',4.539248e+00,'distractor01X',5.224205e+00,'distractor01Y',-4.169326e+00,'distractor02X',1.028953e+01,'distractor02Y',-1.128554e+01,'distractor03X',1.190301e+01,'distractor03Y',1.163002e+01,'distractor04X',1.996847e+02,'distractor04Y',1.998334e+02,'distractor05X',1.999197e+02,'distractor05Y',1.997482e+02,'distractor06X',1.993847e+02,'distractor06Y',1.998375e+02,'distractor07X',2.003943e+02,'distractor07Y',1.999924e+02,'distractorPerTrial',003,'targetLocation',002	1	8	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\058, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)
100	'targetImageID',056,'distractorImageID',025,'targetImageFile','.\stim\056','distractorImageFile','.\stim\025','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.535214e+00,'targetY',-4.838155e+00,'distractor01X',1.072432e+01,'distractor01Y',-1.194880e+01,'distractor02X',1.046498e+01,'distractor02Y',1.268922e+01,'distractor03X',5.929951e+00,'distractor03Y',4.765943e+00,'distractor04X',2.008339e+02,'distractor04Y',1.994634e+02,'distractor05X',1.994880e+02,'distractor05Y',1.995927e+02,'distractor06X',2.009854e+02,'distractor06Y',1.996226e+02,'distractor07X',2.001733e+02,'distractor07Y',2.008859e+02,'distractorPerTrial',003,'targetLocation',003	1	8	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\056, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\025, 0, 0)	pic(.\stim\025, 0, 0)
101	'targetImageID',016,'distractorImageID',065,'targetImageFile','.\stim\016','distractorImageFile','.\stim\065','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.194123e+01,'targetY',-1.278353e+01,'distractor01X',1.066644e+01,'distractor01Y',1.198432e+01,'distractor02X',6.530593e+00,'distractor02Y',5.618883e+00,'distractor03X',5.485436e+00,'distractor03Y',-4.223411e+00,'distractor04X',1.998006e+02,'distractor04Y',1.999641e+02,'distractor05X',1.995275e+02,'distractor05Y',2.004711e+02,'distractor06X',2.003928e+02,'distractor06Y',2.000311e+02,'distractor07X',1.998309e+02,'distractor07Y',2.001596e+02,'distractorPerTrial',003,'targetLocation',004	1	8	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\016, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)	pic(.\stim\065, 0, 0)
102	'targetImageID',022,'distractorImageID',059,'targetImageFile','.\stim\022','distractorImageFile','.\stim\059','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.059803e+01,'targetY',1.150286e+01,'distractor01X',5.432585e+00,'distractor01Y',4.528200e+00,'distractor02X',6.358084e+00,'distractor02Y',-3.931218e+00,'distractor03X',1.187480e+01,'distractor03Y',-1.199361e+01,'distractor04X',1.999387e+02,'distractor04Y',2.006660e+02,'distractor05X',2.004790e+02,'distractor05Y',1.996186e+02,'distractor06X',1.998557e+02,'distractor06Y',2.005073e+02,'distractor07X',1.990192e+02,'distractor07Y',1.990297e+02,'distractorPerTrial',003,'targetLocation',001	1	8	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\022, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)
