Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
71	'targetImageID',099,'distractorImageID',001,'targetImageFile','.\stim\099','distractorImageFile','.\stim\001','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',-8.485281e+00,'distractor01X',-4.852814e-01,'distractor01Y',8.485281e+00,'distractor02X',008,'distractor02Y',012,'distractor03X',1.648528e+01,'distractor03Y',8.485281e+00,'distractor04X',-04,'distractor04Y',1.469576e-15,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\099, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
72	'targetImageID',050,'distractorImageID',050,'targetImageFile','.\stim\050','distractorImageFile','.\stim\050','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',-8.485281e+00,'distractor01X',008,'distractor01Y',012,'distractor02X',1.648528e+01,'distractor02Y',8.485281e+00,'distractor03X',-04,'distractor03Y',1.469576e-15,'distractor04X',-4.852814e-01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)
73	'targetImageID',051,'distractorImageID',049,'targetImageFile','.\stim\051','distractorImageFile','.\stim\049','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',8.485281e+00,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',-4.852814e-01,'distractor02Y',-8.485281e+00,'distractor03X',-04,'distractor03Y',1.469576e-15,'distractor04X',008,'distractor04Y',012,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	5	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\051, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\049, 0, 0)	pic(.\stim\049, 0, 0)
74	'targetImageID',031,'distractorImageID',069,'targetImageFile','.\stim\031','distractorImageFile','.\stim\069','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',008,'targetY',012,'distractor01X',-04,'distractor01Y',1.469576e-15,'distractor02X',-4.852814e-01,'distractor02Y',-8.485281e+00,'distractor03X',-4.852814e-01,'distractor03Y',8.485281e+00,'distractor04X',1.648528e+01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\031, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)
75	'targetImageID',083,'distractorImageID',017,'targetImageFile','.\stim\083','distractorImageFile','.\stim\017','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',-8.485281e+00,'distractor01X',-4.852814e-01,'distractor01Y',8.485281e+00,'distractor02X',1.648528e+01,'distractor02Y',8.485281e+00,'distractor03X',008,'distractor03Y',012,'distractor04X',-04,'distractor04Y',1.469576e-15,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\083, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\017, 0, 0)	pic(.\stim\017, 0, 0)
76	'targetImageID',028,'distractorImageID',072,'targetImageFile','.\stim\028','distractorImageFile','.\stim\072','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',008,'targetY',012,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',-04,'distractor02Y',1.469576e-15,'distractor03X',-4.852814e-01,'distractor03Y',8.485281e+00,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\028, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)	pic(.\stim\072, 0, 0)
77	'targetImageID',074,'distractorImageID',026,'targetImageFile','.\stim\074','distractorImageFile','.\stim\026','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',1.648528e+01,'targetY',8.485281e+00,'distractor01X',008,'distractor01Y',012,'distractor02X',-4.852814e-01,'distractor02Y',-8.485281e+00,'distractor03X',-04,'distractor03Y',1.469576e-15,'distractor04X',-4.852814e-01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\074, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)	pic(.\stim\026, 0, 0)
78	'targetImageID',014,'distractorImageID',086,'targetImageFile','.\stim\014','distractorImageFile','.\stim\086','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',008,'targetY',012,'distractor01X',-04,'distractor01Y',1.469576e-15,'distractor02X',1.648528e+01,'distractor02Y',8.485281e+00,'distractor03X',-4.852814e-01,'distractor03Y',-8.485281e+00,'distractor04X',-4.852814e-01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\014, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)	pic(.\stim\086, 0, 0)
79	'targetImageID',026,'distractorImageID',074,'targetImageFile','.\stim\026','distractorImageFile','.\stim\074','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',8.485281e+00,'distractor01X',008,'distractor01Y',012,'distractor02X',1.648528e+01,'distractor02Y',8.485281e+00,'distractor03X',-04,'distractor03Y',1.469576e-15,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\026, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)
80	'targetImageID',089,'distractorImageID',011,'targetImageFile','.\stim\089','distractorImageFile','.\stim\011','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-04,'targetY',1.469576e-15,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',-4.852814e-01,'distractor02Y',-8.485281e+00,'distractor03X',008,'distractor03Y',012,'distractor04X',-4.852814e-01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\089, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)
81	'targetImageID',078,'distractorImageID',022,'targetImageFile','.\stim\078','distractorImageFile','.\stim\022','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',008,'targetY',012,'distractor01X',-04,'distractor01Y',1.469576e-15,'distractor02X',1.648528e+01,'distractor02Y',8.485281e+00,'distractor03X',-4.852814e-01,'distractor03Y',-8.485281e+00,'distractor04X',-4.852814e-01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\078, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)
82	'targetImageID',068,'distractorImageID',032,'targetImageFile','.\stim\068','distractorImageFile','.\stim\032','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',8.485281e+00,'distractor01X',008,'distractor01Y',012,'distractor02X',-04,'distractor02Y',1.469576e-15,'distractor03X',1.648528e+01,'distractor03Y',8.485281e+00,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\068, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)
83	'targetImageID',047,'distractorImageID',053,'targetImageFile','.\stim\047','distractorImageFile','.\stim\053','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',-8.485281e+00,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',008,'distractor02Y',012,'distractor03X',-04,'distractor03Y',1.469576e-15,'distractor04X',-4.852814e-01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\047, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\053, 0, 0)	pic(.\stim\053, 0, 0)
84	'targetImageID',048,'distractorImageID',052,'targetImageFile','.\stim\048','distractorImageFile','.\stim\052','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',008,'targetY',012,'distractor01X',-04,'distractor01Y',1.469576e-15,'distractor02X',-4.852814e-01,'distractor02Y',8.485281e+00,'distractor03X',1.648528e+01,'distractor03Y',8.485281e+00,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\048, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)
85	'targetImageID',087,'distractorImageID',013,'targetImageFile','.\stim\087','distractorImageFile','.\stim\013','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-4.852814e-01,'targetY',8.485281e+00,'distractor01X',-04,'distractor01Y',1.469576e-15,'distractor02X',1.648528e+01,'distractor02Y',8.485281e+00,'distractor03X',-4.852814e-01,'distractor03Y',-8.485281e+00,'distractor04X',008,'distractor04Y',012,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\087, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)
86	'targetImageID',086,'distractorImageID',014,'targetImageFile','.\stim\086','distractorImageFile','.\stim\014','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-04,'targetY',1.469576e-15,'distractor01X',-4.852814e-01,'distractor01Y',-8.485281e+00,'distractor02X',1.648528e+01,'distractor02Y',8.485281e+00,'distractor03X',008,'distractor03Y',012,'distractor04X',-4.852814e-01,'distractor04Y',8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\086, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)
87	'targetImageID',024,'distractorImageID',076,'targetImageFile','.\stim\024','distractorImageFile','.\stim\076','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',1.648528e+01,'targetY',8.485281e+00,'distractor01X',-4.852814e-01,'distractor01Y',8.485281e+00,'distractor02X',008,'distractor02Y',012,'distractor03X',-4.852814e-01,'distractor03Y',-8.485281e+00,'distractor04X',-04,'distractor04Y',1.469576e-15,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\024, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)
88	'targetImageID',032,'distractorImageID',068,'targetImageFile','.\stim\032','distractorImageFile','.\stim\068','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',-04,'targetY',1.469576e-15,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',-4.852814e-01,'distractor02Y',8.485281e+00,'distractor03X',008,'distractor03Y',012,'distractor04X',-4.852814e-01,'distractor04Y',-8.485281e+00,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\032, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)
89	'targetImageID',094,'distractorImageID',006,'targetImageFile','.\stim\094','distractorImageFile','.\stim\006','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',004,'holdX',008,'holdY',000,'targetX',008,'targetY',012,'distractor01X',1.648528e+01,'distractor01Y',8.485281e+00,'distractor02X',-4.852814e-01,'distractor02Y',8.485281e+00,'distractor03X',-4.852814e-01,'distractor03Y',-8.485281e+00,'distractor04X',-04,'distractor04Y',1.469576e-15,'distractor05X',208,'distractor05Y',200,'distractor06X',208,'distractor06Y',200,'distractor07X',208,'distractor07Y',200,'distractorPerTrial',004	1	6	oddballTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(3, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(3, [0.33 0.33 0], 1, 20, 10)	crc(3, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\094, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)
